id,created_at,utc_offset,retweet_count,reply_screen_name,source,place_full_name,user_location,hashtags,urls,user_mentions,text,text_clean,hour,ToD,compound,neg,neu,pos
808310609884258305,2016-12-12 14:00:41,-28800.0,0,,SafeTweet by TweetMyJOBS,"Plymouth, MN",Minnesota,"['Plymouth', 'job', 'Healthcare', 'Hiring']",['http://bit.ly/2b9rMas'],[],"See our latest #Plymouth, MN #job and click to apply: Physical Therapist - https://t.co/0S6o0gKjLZ #Healthcare #Hiring",See our latest  MN  and click to apply: Physical Therapist -   ,14,morning,0.0,0.0,1.0,0.0
808310616137965572,2016-12-12 14:00:43,-18000.0,0,,TweetMyJOBS,"Minneapolis, MN","St. Paul, MN","['hiring', 'job', 'Legal', 'Minneapolis', 'CareerArc']",['http://bit.ly/2h8BSbn'],[],"We're #hiring! Read about our latest #job opening here: Contracts Manager - https://t.co/jkqsNCUisH #Legal #Minneapolis, MN #CareerArc",We're  Read about our latest  opening here: Contracts Manager -    MN ,14,morning,0.0,0.0,1.0,0.0
808310620063821824,2016-12-12 14:00:44,-18000.0,0,,TweetMyJOBS,"Minneapolis, MN","St. Paul, MN","['job', 'security', 'Minneapolis', 'Hiring', 'CareerArc']",['http://bit.ly/29pcf2r'],[],"Can you recommend anyone for this #job? Security Officer (Floater) - https://t.co/jNjbal7BkQ #security #Minneapolis, MN #Hiring #CareerArc",Can you recommend anyone for this  Security Officer (Floater) -    MN  ,14,morning,0.6428,0.0,0.604,0.396
808310631682162688,2016-12-12 14:00:46,-18000.0,0,,Twitter Web Client,"Ontario, Canada",Ottawa,[],[],[],One great gift Trump has given us is the spectacle of American conservatives defending Russia.,One great gift Trump has given us is the spectacle of American conservatives defending Russia.,14,morning,0.7906,0.0,0.65,0.35
808310646697697281,2016-12-12 14:00:50,,0,,SafeTweet by TweetMyJOBS,"Wisconsin, USA","Middleton, WI","['job', 'Madison', 'empleo', 'HouseKeeping', 'HouseKeeper', 'Hotels', 'Hiring']",['http://bit.ly/2frVBlI'],[],"Can you recommend anyone for this #job in #Madison, WI? https://t.co/aCDIQz2LKz #empleo #HouseKeeping #HouseKeeper #Hotels #Hiring",Can you recommend anyone for this  in  WI?      ,14,morning,0.3612,0.0,0.737,0.263
808310652813144066,2016-12-12 14:00:51,-21600.0,0,,Twitter for iPhone,"Edina, MN","Twin Cities, MN",['Heisman'],['http://www.espn.com/college-football/story/_/id/18251601'],['Lj_era8'],Congrats to @Lj_era8 on his #Heisman award! Seeing him talk about his mom brought tears to my eyes. https://t.co/H1SiMHgxiO,Congrats to  on his  award! Seeing him talk about his mom brought tears to my eyes. ,14,morning,0.7424,0.086,0.588,0.326
808310701278142465,2016-12-12 14:01:03,,0,,TweetMyJOBS,"Wisconsin, USA",United States,"['hiring', 'job']",['https://twitter.com/i/web/status/808310701278142465'],[],We're #hiring! Read about our latest #job opening here: Sales Associate Job Fair - Racine Workforce Development -… https://t.co/1rwHiybhvR,We're  Read about our latest  opening here: Sales Associate Job Fair - Racine Workforce Development -… ,14,morning,0.3182,0.0,0.859,0.141
808310721075417088,2016-12-12 14:01:08,-21600.0,0,bpg29,Twitter for iPhone,"Wisconsin, USA",Madison,[],[],['bpg29'],"@bpg29 I think he walked cause he lives downtown here. Regardless, I really fucked him over on this one"," I think he walked cause he lives downtown here. Regardless, I really fucked him over on this one",14,morning,-0.6901,0.238,0.762,0.0
808310721721274368,2016-12-12 14:01:08,,0,hy_right06,Twitter for iPhone,"Minnesota, USA","Minnesota, USA",[],[],['hy_right06'],"@hy_right06 
????"," 
????",14,morning,0.0,0.0,1.0,0.0
808310722287599616,2016-12-12 14:01:08,-18000.0,0,massimo_para,Twitter Web Client,Canada,Canada,[],[],"['massimo_para', 'StephanieH9229', 'encarnacion67', 'Berger3254', 'SuzanneLepage1', 'elisabeth_petit']","@massimo_para Bon lundi, cher ami Massimo! Moka grandit vite! @StephanieH9229 @encarnacion67 @Berger3254 @SuzanneLepage1 @elisabeth_petit"," Bon lundi, cher ami Massimo! Moka grandit vite!     ",14,morning,0.0,0.0,1.0,0.0
808310730554372096,2016-12-12 14:01:10,-18000.0,0,,TweetMyJOBS,"Wisconsin, USA","Madison, WI","['Madison', 'job', 'GeneralScience', 'Hiring', 'CareerArc']",['http://bit.ly/2fHrrOZ'],[],"If you're looking for work in #Madison, WI, check out this #job: https://t.co/uzxCbU4sGI #GeneralScience #Hiring #CareerArc","If you're looking for work in  WI, check out this     ",14,morning,0.0,0.0,1.0,0.0
808310734706745344,2016-12-12 14:01:11,-18000.0,0,,TweetMyJOBS,"Wisconsin, USA","Madison, WI","['hiring', 'Madison', 'Job', 'Sales', 'Jobs', 'CareerArc']",['http://bit.ly/2gJdXm8'],[],"Want to work at Macy's Beauty? We're #hiring in #Madison, WI! Click for details: https://t.co/3jHCKLscSL #Job #Sales #Jobs #CareerArc",Want to work at Macy's Beauty? We're  in  WI! Click for details:     ,14,morning,0.6588,0.0,0.65,0.35
808310769586671617,2016-12-12 14:01:19,,0,,Instagram,"Wayzata, MN",Cook's Bay - Lake Minnetonka,"['Minnesota', 'winter', 'lakeminnetonka']",['https://www.instagram.com/p/BN63C0Ujh3Q/'],[],"It's a chilly one out there today on Wayzata Bay!
#Minnesota #winter #lakeminnetonka @… https://t.co/VhflU8WT2d","It's a chilly one out there today on Wayzata Bay!
    ",14,morning,0.0,0.0,1.0,0.0
808310772577239040,2016-12-12 14:01:20,,0,,Twitter for iPhone,Park Nicollet Frauenshuh Cancer Center,"Minnesota, USA",[],[],[],Two underrated sounds to relieve stress: a nice long honk of the car horn and the sound of rushing water from a faucet,Two underrated sounds to relieve stress: a nice long honk of the car horn and the sound of rushing water from a faucet,14,morning,0.3612,0.107,0.69,0.203
808310793326313473,2016-12-12 14:01:25,,0,,SafeTweet by TweetMyJOBS,"Wisconsin, USA",U.S.,"['job', 'LoveFashionLetsTalk']","['http://bit.ly/1Nca310', 'https://twitter.com/i/web/status/808310793326313473']",[],This #job might be a great fit for you: Sales Associate-maurices - https://t.co/DYSoZCkvup #LoveFashionLetsTalk… https://t.co/0NZq9642gs,This  might be a great fit for you: Sales Associate-maurices -   ,14,morning,0.765,0.0,0.515,0.485
808310822468485124,2016-12-12 14:01:32,-18000.0,0,,Twitter Web Client,Canada,Montréal,"['AmyAdams', 'GoldenGlobes', 'DenisVilleneuve']",[],['arrivalmovie'],#AmyAdams en lice aux #GoldenGlobes comme Meilleure actrice - Drame pour @arrivalmovie de #DenisVilleneuve., en lice aux  comme Meilleure actrice - Drame pour  de ,14,morning,0.0,0.0,1.0,0.0
808310822929768448,2016-12-12 14:01:32,,0,,Twitter for iPhone,"Wisconsin, USA","Wisconsin, USA",['prayfordeb'],[],[],everyone please #prayfordeb she's in need of some prayers????,everyone please  she's in need of some prayers????,14,morning,0.3182,0.0,0.753,0.247
808310850750713856,2016-12-12 14:01:39,,0,jonathankkim,Twitter for iPhone,"Woodbury, MN",,[],[],"['jonathankkim', 'msptpoker', 'CanterburyCards']",@jonathankkim @msptpoker @CanterburyCards finally! Well done Jon! So happy for you buddy:),   finally! Well done Jon! So happy for you buddy:),14,morning,0.7702,0.0,0.512,0.488
808310913757495296,2016-12-12 14:01:54,,0,,Twitter for iPhone,Deming Heights Park,Home,['NEMplsBrag'],[],[],or is it Norwegian Hill? #NEMplsBrag https://t.co/r5gnena4XT,or is it Norwegian Hill?  ,14,morning,0.0,0.0,1.0,0.0
808310944166199297,2016-12-12 14:02:01,-21600.0,0,Foxxy_Clover,Twitter Web Client,"Minnesota, USA","Minnesota, USA",[],[],['Foxxy_Clover'],@Foxxy_Clover love a snow covered landscape :3, love a snow covered landscape :3,14,morning,0.8176,0.0,0.286,0.714
808310960578392065,2016-12-12 14:02:05,-18000.0,0,,TweetMyJOBS,"Wisconsin, USA","Madison, WI","['Madison', 'Job', 'IT', 'Jobs', 'Hiring', 'CareerArc']",['http://bit.ly/2fHml2K'],[],"Want to work in #Madison, WI? View our latest opening: https://t.co/EIV1y3Loh1 #Job #IT #Jobs #Hiring #CareerArc",Want to work in  WI? View our latest opening:      ,14,morning,0.0772,0.0,0.86,0.14
808310962906202114,2016-12-12 14:02:05,-18000.0,0,,TweetMyJOBS,"Minneapolis, MN","St. Paul, MN","['Minneapolis', 'job', 'HR', 'Hiring', 'CareerArc']",['http://bit.ly/2hcT7bR'],[],"If you're looking for work in #Minneapolis, MN, check out this #job: https://t.co/SM5sVWtD6E #HR #Hiring #CareerArc","If you're looking for work in  MN, check out this     ",14,morning,0.0,0.0,1.0,0.0
808310969705332736,2016-12-12 14:02:07,-18000.0,0,DiscreetLatino,Twitter for iPhone,"Minneapolis, MN",Minneapolis,[],[],['DiscreetLatino'],"@DiscreetLatino ""pounds come and go"" had me alert"," ""pounds come and go"" had me alert",14,morning,0.296,0.0,0.732,0.268
808310970065907712,2016-12-12 14:02:07,-18000.0,0,,TweetMyJOBS,"Minneapolis, MN","St. Paul, MN","['Minneapolis', 'job', 'Healthcare', 'Veterans', 'Hiring', 'CareerArc']",['http://bit.ly/2hfvB18'],[],"If you're looking for work in #Minneapolis, MN, check out this #job: https://t.co/vc79paAtmU #Healthcare #Veterans #Hiring #CareerArc","If you're looking for work in  MN, check out this      ",14,morning,0.0,0.0,1.0,0.0
808311006497828864,2016-12-12 14:02:16,,0,,Twitter for Android,"Minneapolis, MN", MN,[],['https://www.flipgive.com/f/175124'],[],Still xmas shopping clicking the lick and get it by xmas and help us raise money for Diamond Divas Fastpitch  https://t.co/O0iP19v1ld,Still xmas shopping clicking the lick and get it by xmas and help us raise money for Diamond Divas Fastpitch  ,14,morning,0.6249,0.0,0.779,0.221
808311006631858176,2016-12-12 14:02:16,,0,,TweetMyJOBS,"West St Paul, MN",United States,"['hiring', 'Job', 'bankingjobs', 'Banking']","['http://bit.ly/2hzTcX8', 'https://twitter.com/i/web/status/808311006631858176']",[],We're #hiring! Click to apply: Part Time Personal Banker - https://t.co/ThIql8apug #Job #bankingjobs #Banking… https://t.co/6LHmSmaejV,We're  Click to apply: Part Time Personal Banker -     ,14,morning,0.0,0.0,1.0,0.0
808311022096437249,2016-12-12 14:02:20,-21600.0,0,,Twitter for Android,"Wisconsin, USA",,[],[],"['ThisShowStinks', 'kevins980']",Busy all weekend so just catching up with Friday's @ThisShowStinks. @kevins980 knocked it OUT. OF. THE. PARK.,Busy all weekend so just catching up with Friday's   knocked it OUT. OF. THE. PARK.,14,morning,0.0,0.0,1.0,0.0
808311069341085696,2016-12-12 14:02:31,-21600.0,0,ahhhle,Twitter for iPhone,"Arden Hills, MN","Chicago, IL",[],[],['ahhhle'],@ahhhle I love you, I love you,14,morning,0.6369,0.0,0.192,0.808
808311094204923904,2016-12-12 14:02:37,-21600.0,0,,Twitter Web Client,"Bloomington, MN",earth,"['doodle', 'slugadvice', 'CharlieChaplinquote', 'haveahappymonday']",[],[],Thank you for this wonderful thought to start the week. #doodle #slugadvice #CharlieChaplinquote #haveahappymonday https://t.co/q9SdKenrKr,Thank you for this wonderful thought to start the week.     ,14,morning,0.783,0.0,0.538,0.462
808311098449358848,2016-12-12 14:02:38,,0,,Instagram,"St Paul, MN","Saint Paul, Mn",['crackofdawn'],['https://www.instagram.com/p/BN63MVehSby7VI6kII14GXHvy4sbHBgKoL--PA0/'],[],"#crackofdawn??? @ Saint Paul, Minnesota https://t.co/wB3Ccdq6k9"," @ Saint Paul, Minnesota ",14,morning,0.0,0.0,1.0,0.0
808311107307892736,2016-12-12 14:02:40,-21600.0,0,,Twitter for iPhone,"Minnesota, USA",mg,[],[],[],why am I like this,why am I like this,14,morning,0.3612,0.0,0.545,0.455
808311116313006080,2016-12-12 14:02:42,-18000.0,0,Susskins,Twitter for iPhone,"St Anthony, MN",Northeast MPLS,[],[],['Susskins'],@Susskins it's a completely arbitrary genre but it's IMPORTANT, it's a completely arbitrary genre but it's IMPORTANT,14,morning,0.5105,0.0,0.645,0.355
808311119479717888,2016-12-12 14:02:43,,0,,Twitter for iPhone,"Wisconsin, USA","Superior, WI",[],[],[],My puppy won't walk on his front foot ! I don't know what to do !! ??,My puppy won't walk on his front foot ! I don't know what to do !! ??,14,morning,0.0,0.0,1.0,0.0
808311119253274624,2016-12-12 14:02:43,,0,,Twitter for iPhone,Deming Heights Park,Home,['frost'],[],[],#frost https://t.co/wGHXA8xnj5, ,14,morning,0.0,0.0,0.0,0.0
808311125318270976,2016-12-12 14:02:44,-21600.0,0,,iembot,"Wisconsin, USA",,['GRB'],['http://mesonet.agron.iastate.edu/lsr/#GRB/201612121359/201612121359'],[],"At 7:59 AM, Winnebago [Winnebago Co, WI] TRAINED SPOTTER reports SNOW of 5.00 INCH #GRB https://t.co/uU3FS5G9PR","At 7:59 AM, Winnebago [Winnebago Co, WI] TRAINED SPOTTER reports SNOW of 5.00 INCH  ",14,morning,0.0,0.0,1.0,0.0
808311132494688257,2016-12-12 14:02:46,-21600.0,0,,Twitter for iPad,"St Paul, MN",State of Hockey USA,[],['https://twitter.com/cityofsaintpaul/status/808298849555140608'],[],"move those cars, people! https://t.co/l7jSOZhjzt","move those cars, people! ",14,morning,0.0,0.0,1.0,0.0
808311139549454336,2016-12-12 14:02:48,,0,,Twitter for iPhone,"Wisconsin, USA","Racine, WI / Sheboygan, WI",[],[],[],https://t.co/M973yiNRpY,,14,morning,0.0,0.0,0.0,0.0
808311145866153990,2016-12-12 14:02:49,,0,PhyddleDD,Twitter Web Client,"Wisconsin, USA",Wisconsin,[],[],['PhyddleDD'],@PhyddleDD You're as irrelevant as Creepy. You bitch &amp; moan about income of those in healtchare then refuse to tell us how you'd fix it., You're as irrelevant as Creepy. You bitch &amp; moan about income of those in healtchare then refuse to tell us how you'd fix it.,14,morning,-0.765,0.266,0.734,0.0
808311152077893632,2016-12-12 14:02:51,-18000.0,0,MarshallProj,Twitter Web Client,"Ontario, Canada",Ottawa,[],['https://twitter.com/i/web/status/808311152077893632'],['MarshallProj'],"@MarshallProj When Trump begins the great deportation, he'll be using machinery put there by the faux liberal.… https://t.co/tsTqYveS6V"," When Trump begins the great deportation, he'll be using machinery put there by the faux liberal.… ",14,morning,0.6249,0.0,0.785,0.215
808311195975450624,2016-12-12 14:03:01,,0,AlanC_Poker,Twitter for iPhone,"Woodbury, MN",,[],[],"['AlanC_Poker', 'CanterburyCards', 'msptpoker']",@AlanC_Poker @CanterburyCards @msptpoker excellent run Allen! Congrats!,   excellent run Allen! Congrats!,14,morning,0.8264,0.0,0.207,0.793
808311227512279041,2016-12-12 14:03:08,-18000.0,0,,TweetMyJOBS,"St Paul, MN","St. Paul, MN","['SaintPaul', 'job', 'Clerical', 'Veterans', 'Hiring']",['http://bit.ly/2hfpLwE'],[],"See our latest #SaintPaul, MN #job and click to apply: Mail &amp; File Assistant - https://t.co/friMDOnrZr #Clerical #Veterans #Hiring",See our latest  MN  and click to apply: Mail &amp; File Assistant -    ,14,morning,0.0,0.0,1.0,0.0
808311230708510720,2016-12-12 14:03:09,-21600.0,0,KyleOrl,Twitter for iPhone,"St Louis Park, MN",Minneapolis ,[],[],['KyleOrl'],@KyleOrl also only hard in the sense it's hard to catch any other criminal who leaves forensic evidence e.g: thief. Not especially hard., also only hard in the sense it's hard to catch any other criminal who leaves forensic evidence e.g: thief. Not especially hard.,14,morning,-0.8402,0.393,0.607,0.0
808311252695060480,2016-12-12 14:03:14,-18000.0,0,,Twitter Web Client,Canada,"Montreal, QC Canada",[],['https://twitter.com/i/web/status/808311252695060480'],[],"I'm thinking that I should stay away from people today. So long as I like my dog, everything will be okay.… https://t.co/Q3dPolNcCu","I'm thinking that I should stay away from people today. So long as I like my dog, everything will be okay.… ",14,morning,0.4144,0.0,0.867,0.133
808311384542945282,2016-12-12 14:03:46,,0,PhyddleDD,Twitter Web Client,"Wisconsin, USA",Wisconsin,[],[],['PhyddleDD'],"@PhyddleDD I see. So then, in Single Payer do you impose income/wage caps on healthcare professionals? Its a simple Yes or No question."," I see. So then, in Single Payer do you impose income/wage caps on healthcare professionals? Its a simple Yes or No question.",14,morning,-0.1779,0.183,0.705,0.112
808311442852237312,2016-12-12 14:04:00,-21600.0,0,Jenna_Lee7,Twitter for iPhone,"Minnesota, USA","White Bear Lake, MN",[],[],['Jenna_Lee7'],@Jenna_Lee7 oh man????, oh man????,14,morning,0.0,0.0,1.0,0.0
808311469989302273,2016-12-12 14:04:06,-21600.0,0,bpg29,Twitter for iPhone,"Wisconsin, USA",Madison,[],[],['bpg29'],@bpg29 I'll be that!, I'll be that!,14,morning,0.0,0.0,1.0,0.0
808311477480394752,2016-12-12 14:04:08,-25200.0,0,freshii,Twitter for iPhone,"Minneapolis, MN","Minneapolis, MN",[],[],['freshii'],@freshii no response to the email reply. Were you guys just tweeting to make sure people know you are active?, no response to the email reply. Were you guys just tweeting to make sure people know you are active?,14,morning,0.4215,0.095,0.69,0.216
808311484400996352,2016-12-12 14:04:10,-21600.0,0,car2goMSP,Twitter for iPhone,"Minneapolis, MN","Minneapolis, MN",[],[],['car2goMSP'],"@car2goMSP hi, someone parked a car of yours in front of my house the other day and today it's a snow emergency there"," hi, someone parked a car of yours in front of my house the other day and today it's a snow emergency there",14,morning,-0.3818,0.12,0.88,0.0
808311489979260928,2016-12-12 14:04:11,-18000.0,0,,TweetMyJOBS,"St Paul, MN",Minnesota,"['hiring', 'StPaul', 'Job', 'FacilitiesMgmt', 'Jobs', 'CareerArc']",['http://bit.ly/2gJnLfX'],[],"Want to work at Crothall? We're #hiring in #StPaul, MN! Click for details: https://t.co/4YclGkNskT #Job #FacilitiesMgmt #Jobs #CareerArc",Want to work at Crothall? We're  in  MN! Click for details:     ,14,morning,0.1511,0.0,0.863,0.137
808311492345008128,2016-12-12 14:04:12,-21600.0,0,,Twitter for iPhone,"St Paul, MN",CHI??MSP,[],[],[],How do i lock my keys in the car,How do i lock my keys in the car,14,morning,0.0,0.0,1.0,0.0
808311499877851136,2016-12-12 14:04:13,-18000.0,0,,TweetMyJOBS,"Mendota Heights, MN","St. Paul, MN","['MendotaHeights', 'job', 'CustomerService', 'Hiring', 'CareerArc']",['http://bit.ly/2eZr7Hf'],[],"If you're looking for work in #MendotaHeights, MN, check out this #job: https://t.co/pkdvctLQTV #CustomerService #Hiring #CareerArc","If you're looking for work in  MN, check out this     ",14,morning,0.0,0.0,1.0,0.0
808311506857299968,2016-12-12 14:04:15,-18000.0,0,nadiaMtp_NS2017,Twitter Web Client,Canada,Canada,[],[],['nadiaMtp_NS2017'],@nadiaMtp_NS2017 Bonjour charmante &amp; tendre Amie Nadia! Heureuse d'avoir de tes nouvelles! Vais bien. Espère que toi aussi! Gros bisous?????, Bonjour charmante &amp; tendre Amie Nadia! Heureuse d'avoir de tes nouvelles! Vais bien. Espère que toi aussi! Gros bisous?????,14,morning,0.0,0.0,1.0,0.0
808311534388674564,2016-12-12 14:04:22,-21600.0,0,,Twitter for iPhone,"Wisconsin, USA",,[],['https://dardishi.com/2016/12/09/%ef%bb%bfarab-women-on-twitter/'],[],https://t.co/jbmBpoPqhr,,14,morning,0.0,0.0,0.0,0.0
808311551681851392,2016-12-12 14:04:26,-21600.0,0,SarahRamler,Twitter for Android,"Mendota Heights, MN","Minneapolis, MN",[],[],"['SarahRamler', 'TomJOlson']",@SarahRamler @TomJOlson ???????,  ???????,14,morning,0.0,0.0,1.0,0.0
808311651971829760,2016-12-12 14:04:50,-28800.0,0,,Twitter for Android,"Wisconsin, USA","Milwaukee, WI",[],[],[],plz send me links to some filthy mixes to get me through my day. ?,plz send me links to some filthy mixes to get me through my day. ?,14,morning,0.0772,0.0,0.909,0.091
808311719370092544,2016-12-12 14:05:06,,0,realDonaldTrump,Twitter for iPhone,"St Paul, MN",,[],[],['realDonaldTrump'],@realDonaldTrump You are so IGNORANT I can't stand it, You are so IGNORANT I can't stand it,14,morning,-0.5658,0.379,0.621,0.0
808311720905052161,2016-12-12 14:05:06,-18000.0,0,,TweetMyJOBS,"Minneapolis, MN","St. Paul, MN","['Minneapolis', 'job', 'Art', 'Hiring', 'CareerArc']",['http://bit.ly/2gvnih0'],[],"If you're looking for work in #Minneapolis, MN, check out this #job: https://t.co/C9tuKUR2Eq #Art #Hiring #CareerArc","If you're looking for work in  MN, check out this     ",14,morning,0.0,0.0,1.0,0.0
808311723031601152,2016-12-12 14:05:07,-18000.0,0,,TweetMyJOBS,"Eden Prairie, MN","St. Paul, MN","['hiring', 'job', 'Finance', 'EdenPrairie', 'CareerArc']",['http://bit.ly/2fWz94a'],[],"We're #hiring! Read about our latest #job opening here: Business Analyst - https://t.co/Zcb6JEKVKY #Finance #EdenPrairie, MN #CareerArc",We're  Read about our latest  opening here: Business Analyst -    MN ,14,morning,0.0,0.0,1.0,0.0
808311723539185664,2016-12-12 14:05:07,,0,,Twitter for Android,"Minnesota, USA",,[],['https://twitter.com/JReidDraftScout/status/808289151124643840'],[],Funny how that works https://t.co/VmtGqy4ogr,Funny how that works ,14,morning,0.4404,0.0,0.508,0.492
808311743604633600,2016-12-12 14:05:12,-18000.0,0,,Twitter for iPhone,"Wisconsin, USA","Madison, Wis.",[],[],[],Hoping this week goes by super fast. Can't wait to have my mother and brother-in-law here.,Hoping this week goes by super fast. Can't wait to have my mother and brother-in-law here.,14,morning,0.7717,0.0,0.676,0.324
808311752081412096,2016-12-12 14:05:14,-21600.0,0,,Instagram,"Minneapolis, MN","Minneapolis, MN",[],['https://www.instagram.com/p/BN63faNgsDt/'],['drafthorsempls'],Brioche french toast @drafthorsempls Delicious. Yum.… https://t.co/0s56BxgNKn,Brioche french toast  Delicious. Yum.… ,14,morning,0.5719,0.0,0.519,0.481
808311753121611776,2016-12-12 14:05:14,-18000.0,0,nadiaMtp_NS2017,Twitter Web Client,Canada,Canada,[],[],['nadiaMtp_NS2017'],"@nadiaMtp_NS2017 Je pense beaucoup à toi, mon Amie chère! ????"," Je pense beaucoup à toi, mon Amie chère! ????",14,morning,0.0,0.0,1.0,0.0
808311779604299777,2016-12-12 14:05:20,,0,,SafeTweet by TweetMyJOBS,"Wisconsin, USA",U.S.,"['job', 'LoveFashionLetsTalk']","['http://bit.ly/1SzglIb', 'https://twitter.com/i/web/status/808311779604299777']",[],This #job might be a great fit for you: Sales Support Assoc-maurices - https://t.co/Qh8ur7XkHs #LoveFashionLetsTalk… https://t.co/b3DbzsvQkp,This  might be a great fit for you: Sales Support Assoc-maurices -   ,14,morning,0.8519,0.0,0.429,0.571
808311813758713856,2016-12-12 14:05:28,-21600.0,0,Catherine_CNA,Twitter Web Client,"Minnesota, USA",,[],[],['Catherine_CNA'],"@Catherine_CNA By (among others) hacking both DNC + RNC systems, but releasing only DNC material
(Which yielded nothing but suspicion)"," By (among others) hacking both DNC + RNC systems, but releasing only DNC material
(Which yielded nothing but suspicion)",14,morning,0.0,0.0,1.0,0.0
808311812424744961,2016-12-12 14:05:28,-21600.0,0,,TweetMyJOBS,"Minnesota, USA",Minnesota,"['job', 'Manufacturing']","['http://bit.ly/2gj76NS', 'https://twitter.com/i/web/status/808311812424744961']",[],This #job might be a great fit for you: Legal Administrative Assistant - https://t.co/asDJ7QtjrK #Manufacturing… https://t.co/7nuKKoGYz4,This  might be a great fit for you: Legal Administrative Assistant -   ,14,morning,0.7964,0.0,0.464,0.536
808311842607087617,2016-12-12 14:05:35,,0,SantanaGarrett_,Twitter for iPhone,"Wisconsin, USA","Hartland, WI",[],[],['SantanaGarrett_'],@SantanaGarrett_ gorgeous and amazing, gorgeous and amazing,14,morning,0.8316,0.0,0.114,0.886
808311853491351552,2016-12-12 14:05:38,,0,mattyglesias,Twitter Web Client,"Minneapolis, MN",,[],[],['mattyglesias'],@mattyglesias It was literally the national forensics league debate topic in 1998-1999., It was literally the national forensics league debate topic in 1998-1999.,14,morning,0.0,0.0,1.0,0.0
